,title,code,type,lastupdateofdata,lasttablestructurechange,datastart,dataend
1734,ParticipantsinCVTcoursesbytypeofCVTplanningandNACERev.2activity-%ofpersonsemployedinallenterprises,TRNG_CVT_14N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1735,Distributionofnewentrantsateducationlevelandprogrammeorientationbysexandfieldofeducation,EDUC_UOE_ENT03,dataset,2024-08-27T11:00:00+0200,2024-05-14T11:00:00+0200,2012,2022
1736,Supplyandtransformationofsolidfuels-monthlydata,NRG_101M,dataset,2020-02-20T23:00:00+0100,2024-04-25T11:00:00+0200,2008-01,2019-12
1737,ParticipantsinCVTcoursesbytypeofCVTplanningandsizeclass-%ofpersonsemployedinallenterprises,TRNG_CVT_14S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2005,2020
1738,"Personsreportingawork-relatedhealthproblembysex,ageandNACERev.2activity",HSW_PB6B,dataset,2022-02-02T23:00:00+0100,2024-01-03T23:00:00+0100,2013,2020
1739,Financialaidtostudentsbyeducationlevel-as%oftotalpublicexpenditure,EDUC_UOE_FINA01,dataset,2024-07-29T23:00:00+0200,2024-07-11T23:00:00+0200,2012,2021
1740,ParticipantsinCVTcoursesbytypeofCVTagreementandNACERev.1.1activity-%ofpersonsemployedinallenterprises,TRNG_CVT_15N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1741,"Totaleducationalexpenditurebyeducationlevel,programmeorientationandtypeofsource",EDUC_UOE_FINE01,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1742,ParticipantsinCVTcoursesbytypeofCVTagreementandNACERev.2activity-%ofpersonsemployedinallenterprises,TRNG_CVT_15N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1743,"Publiceducationalexpenditurebyeducationlevel,programmeorientation,typeofsourceandexpenditurecategory",EDUC_UOE_FINE02,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1744,ParticipantsinCVTcoursesbytypeofCVTagreementandsizeclass-%ofpersonsemployedinallenterprises,TRNG_CVT_15S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2005,2020
1745,"Personsreportingawork-relatedhealthproblembysex,ageandoccupation",HSW_PB7,dataset,2022-02-02T23:00:00+0100,2024-01-03T23:00:00+0100,2007,2020
1746,"Privateeducationalexpenditurebyeducationlevel,programmeorientation,typeofsourceandexpenditurecategory",EDUC_UOE_FINE03,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1747,CostofCVTcoursesbytypeandNACERev.1.1activity-%oftotallabourcostofallenterprises,TRNG_CVT_16N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1748,"Personsreportingawork-relatedhealthproblembysex,ageandprofessionalstatus",HSW_PB8,dataset,2022-02-02T23:00:00+0100,2024-01-03T23:00:00+0100,2007,2020
1749,CostofCVTcoursesbytypeandNACERev.2activity-%oftotallabourcostofallenterprises,TRNG_CVT_16N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1750,"Publicexpenditureoneducationincurrentprices,byeducationlevelandprogrammeorientation",EDUC_UOE_FINE04,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1751,"Personsreportingawork-relatedhealthproblembysex,ageandsizeofenterprise",HSW_PB9,dataset,2023-09-14T23:00:00+0200,2024-01-03T23:00:00+0100,2007,2020
1752,CostofCVTcoursesbytypeandsizeclass-%oftotallabourcostofallenterprises,TRNG_CVT_16S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1753,Supplyandtransformationofoil-monthlydata,NRG_102M,dataset,2020-03-09T23:00:00+0100,2023-12-21T23:00:00+0100,2008-01,2019-12
1754,"Accidentsatworkbysex,age,severity,NACERev.2activityandworkstation",HSW_PH3_01,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2014,2022
1755,Publicexpenditureoneducationbyeducationlevelandprogrammeorientation-as%ofGDP,EDUC_UOE_FINE06,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1756,CostofCVTcoursesbytypeandNACERev1.1activity-costperpersonemployedinallenterprises,TRNG_CVT_17N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1757,Supplyofgas-monthlydata,NRG_103M,dataset,2020-03-09T23:00:00+0100,2024-04-25T11:00:00+0200,2008-01,2019-12
1758,"Accidentsatworkbysex,age,severity,NACERev.2activityandworkingenvironment",HSW_PH3_02,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2014,2022
1759,Publicsubsidiestotheprivatesectorbyeducationlevelandprogrammeorientation,EDUC_UOE_FINE07,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1760,CostofCVTcoursesbytypeandNACERev.2activity-costperpersonemployedinallenterprises,TRNG_CVT_17N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1761,CostofCVTcoursesbytypeandsizeclass-costperpersonemployedinallenterprises,TRNG_CVT_17S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1762,Publicexpenditureoneducationbyeducationlevelandprogrammeorientation-as%ofpublicexpenditureor%ofGNI,EDUC_UOE_FINE08,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1763,CostofCVTcoursesbytypeandNACERev1.1activity-costperpersonemployedinenterprisesprovidingCVTcourses,TRNG_CVT_18N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1764,Publicexpenditureoneducationperpupil/studentbasedonFTEbyeducationlevelandprogrammeorientation,EDUC_UOE_FINE09,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1765,CostofCVTcoursesbytypeandNACERev.2activity-costperpersonemployedinenterprisesprovidingCVTcourses,TRNG_CVT_18N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1766,"Accidentsatworkbysex,age,severity,NACERev.2activityandworkingprocess",HSW_PH3_03,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2014,2022
1767,Pupilsandstudentsenrolledbyeducationlevelandprogrammeorientationwithcoverageadjustedtostatisticsoneducationalfinanceandalignedtofinancialyear,EDUC_UOE_FINE10,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1768,CostofCVTcoursesbytypeandsizeclass-costperpersonemployedinenterprisesprovidingCVTcourses,TRNG_CVT_18S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1769,"Accidentsatworkbysex,age,severity,NACERev.2activityandspecificphysicalactivity",HSW_PH3_04,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2014,2022
1770,"Fundingofeducationbyeducationlevel,programmeorientationandrecipientoffunding",EDUC_UOE_FINF01,dataset,2024-07-29T23:00:00+0200,2024-07-11T23:00:00+0200,2012,2021
1771,CostofCVTcoursesbytypeandNACERev.1.1activity-costperparticipant,TRNG_CVT_19N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1772,"Accidentsatworkbysex,age,severity,NACERev.2activityandmaterialagentofspecificphysicalactivity",HSW_PH3_05,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2014,2022
1773,"Fundingofvocationaleducationbyeducationlevel,typeofsourceandrecipientoffunding",EDUC_UOE_FINF02,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1774,CostofCVTcoursesbytypeandNACERev.2activity-costperparticipant,TRNG_CVT_19N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1775,Supplyofelectricity-monthlydata,NRG_105M,dataset,2020-02-20T23:00:00+0100,2024-04-25T11:00:00+0200,2008-01,2019-12
1776,"Expenditureoftheeducationalinstitutionsbyeducationlevel,programmeorientation,typeofinstitutionandexpenditurecategory",EDUC_UOE_FINI01,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1777,CostofCVTcoursesbytypeandsizeclass-costperparticipant,TRNG_CVT_19S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1778,"Accidentsatworkbysex,age,severity,NACERev.2activityanddeviation",HSW_PH3_06,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2014,2022
1779,Imports-solidfuels-monthlydata,NRG_122M,dataset,2019-03-07T23:00:00+0100,2024-04-25T11:00:00+0200,2008-01,2016-12
1780,CostofCVTcoursesbytypeandNACERev.1.1activity-costpertraininghour,TRNG_CVT_20N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1781,CostofCVTcoursesbytypeandNACERev.2activity-costpertraininghour,TRNG_CVT_20N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1782,Imports-oil-monthlydata,NRG_123M,dataset,2020-03-09T23:00:00+0100,2020-03-09T23:00:00+0100,2008-01,2019-12
1783,CostofCVTcoursesbytypeandsizeclass-costpertraininghour,TRNG_CVT_20S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1784,"Accidentsatworkbysex,age,severity,NACERev.2activityandmaterialagentofdeviation",HSW_PH3_07,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2014,2022
1785,Imports-gas-monthlydata,NRG_124M,dataset,2020-03-09T23:00:00+0100,2020-03-09T23:00:00+0100,2008-01,2019-12
1786,HoursspentinCVTcoursesbyNACERev.1.1activity-hoursper1000hoursworkedinallenterprises,TRNG_CVT_21N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1787,HoursspentinCVTcoursesbyNACERev.2activity-hoursper1000hoursworkedinallenterprises,TRNG_CVT_21N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1788,"Expenditureoftheeducationalinstitutionsonvocationaleducationbyeducationlevel,programmeorientation,typeofinstitutionandexpenditurecategory",EDUC_UOE_FINI02,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1789,"Accidentsatworkbysex,age,severity,NACERev.2activityandcontactmodeofinjury",HSW_PH3_08,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2014,2022
1790,HoursspentinCVTcoursesbysizeclass-hoursper1000hoursworkedinallenterprises,TRNG_CVT_21S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1791,Imports-electricity-monthlydata,NRG_125M,dataset,2019-03-07T23:00:00+0100,2023-12-21T23:00:00+0100,2008-01,2016-12
1792,"Accidentsatworkbysex,age,severity,NACERev.2activityandmaterialagentofcontactmodeinjury",HSW_PH3_09,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2014,2022
1793,HoursspentinCVTcoursesbyNACERev.1.1activity-hoursper1000hoursworkedinenterprisesprovidingCVTcourses,TRNG_CVT_22N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1794,Expenditureoneducationalinstitutionsbyeducationlevelandprogrammeorientation,EDUC_UOE_FINI03,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1795,"Innovationinhigh-techsectorsinSMEs(CIS3),EUMemberStatesandselectedcountries(2000-2001)",HTEC_CIS3,dataset,2013-04-12T11:00:00+0200,2024-01-03T23:00:00+0100,2000,2001
1796,HoursspentinCVTcoursesbyNACERev.2activity-hoursper1000hoursworkedinenterprisesprovidingCVTcourses,TRNG_CVT_22N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1797,Exports-solidfuels-monthlydata,NRG_132M,dataset,2019-03-07T23:00:00+0100,2024-04-25T11:00:00+0200,2008-01,2016-12
1798,"Innovationinhigh-techsectors(CIS2004),EUMemberStatesandselectedcountries(2004)",HTEC_CIS4,dataset,2013-10-08T23:00:00+0200,2024-03-15T11:00:00+0100,2004,2004
1799,HoursspentinCVTcoursesbysizeclass-hoursper1000hoursworkedinenterprisesprovidingCVTcourses,TRNG_CVT_22S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1800,"Annualexpenditureoneducationalinstitutionsperpupil/studentbasedonFTE,byeducationlevelandprogrammeorientation",EDUC_UOE_FINI04,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1801,HoursspentinCVTcoursesbyNACERev.1.1activity-hoursperpersonemployedinallenterprises,TRNG_CVT_23N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1802,Expenditureonpubliceducationalinstitutions-as%oftotalorcurrentexpenditure,EDUC_UOE_FINI05,dataset,2024-08-01T11:00:00+0200,2024-07-11T23:00:00+0200,2012,2021
1803,HoursspentinCVTcoursesbyNACERev.2activity-hoursperpersonemployedinallenterprises,TRNG_CVT_23N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1804,HoursspentinCVTcoursesbysizeclass-hoursperpersonemployedinallenterprises,TRNG_CVT_23S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1805,"Ratioofannualexpenditureperstudentatthetertiarylevelandprimarylevelofeducation,inpubliceducationalinstitutions",EDUC_UOE_FINI06,dataset,2024-11-14T23:00:00+0100,2024-07-11T23:00:00+0200,2012,2021
1806,"Innovationinhigh-techsectors(CIS2006),EUMemberStatesandselectedcountries(2006)",HTEC_CIS5,dataset,2013-10-07T23:00:00+0200,2024-03-15T11:00:00+0100,2006,2006
1807,HoursspentinCVTcoursesbyNACERev.1.1activity-hoursperpersonemployedinenterprisesprovidingCVTcourses,TRNG_CVT_24N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1808,"Innovationinhigh-techsectors(CIS2008,CIS2010,CIS2012),EUMemberStatesandselectedcountries(2008-2012)",HTEC_CIS6,dataset,2019-03-21T23:00:00+0100,2024-01-03T23:00:00+0100,2008,2012
1809,"Graduatesbyeducationlevel,programmeorientation,completion,sexandage",EDUC_UOE_GRAD01,dataset,2024-09-02T23:00:00+0200,2024-05-06T23:00:00+0200,2012,2022
1810,HoursspentinCVTcoursesbyNACERev.2activity-hoursperpersonemployedinenterprisesprovidingCVTcourses,TRNG_CVT_24N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1811,Enterprisesinhigh-techsectorsbyNACERev.1.1activity(1995-2007),HTEC_ECO_ENT,dataset,2015-07-16T23:00:00+0200,2024-01-03T23:00:00+0100,1995,2007
1812,HoursspentinCVTcoursesbysizeclass-hoursperpersonemployedinenterprisesprovidingCVTcourses,TRNG_CVT_24S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1813,Exports-oil-monthlydata,NRG_133M,dataset,2020-03-09T23:00:00+0100,2020-03-09T23:00:00+0100,2008-01,2019-12
1814,Enterprisesinhigh-techsectorsbyNACERev.2activity,HTEC_ECO_ENT2,dataset,2022-04-07T23:00:00+0200,2024-01-03T23:00:00+0100,2008,2020
1815,"Graduatesbyeducationlevel,programmeorientation,sexandfieldofeducation",EDUC_UOE_GRAD02,dataset,2024-09-02T23:00:00+0200,2024-05-06T23:00:00+0200,2005,2022
1816,Exports-gas-monthlydata,NRG_134M,dataset,2020-03-09T23:00:00+0100,2020-03-09T23:00:00+0100,2008-01,2019-12
1817,HoursspentinCVTcoursesbyNACERev.1.1activity-hoursperparticipant,TRNG_CVT_25N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1818,Economicdatainhigh-techsectorsbyNACERev.1.1activity(1995-2007),HTEC_ECO_SBS,dataset,2015-07-16T23:00:00+0200,2023-12-21T23:00:00+0100,1995,2007
1819,"Graduatesbyeducationlevel,programmeorientation,sexandfieldofeducation",EDUC_UOE_GRAD02$DV_1704,dataset,2024-09-02T23:00:00+0200,2024-05-06T23:00:00+0200,,
1820,Economicdatainhigh-techsectorsbyNACERev.2activity,HTEC_ECO_SBS2,dataset,2019-03-21T23:00:00+0100,2023-12-21T23:00:00+0100,2008,2014
1821,"Graduatesbyeducationlevel,programmeorientation,sexandfieldofeducation",EDUC_UOE_GRAD02$DV_443,dataset,2024-09-02T23:00:00+0200,2024-05-06T23:00:00+0200,,
1822,"Employmentintechnologyandknowledge-intensivesectorsatthenationallevel,bysex(1994-2008,NACERev.1.1)",HTEC_EMP_NAT,dataset,2023-02-15T23:00:00+0100,2023-12-21T23:00:00+0100,1994,2008
1823,Distributionofgraduatesateducationlevelandprogrammeorientationbysexandfieldofeducation,EDUC_UOE_GRAD03,dataset,2024-09-02T23:00:00+0200,2024-05-06T23:00:00+0200,2012,2022
1824,"Employmentintechnologyandknowledge-intensivesectorsatthenationallevel,bysex(from2008onwards,NACERev.2)",HTEC_EMP_NAT2,dataset,2024-09-12T23:00:00+0200,2024-04-24T23:00:00+0200,2008,2023
1825,"Graduatesintertiaryeducation,inscience,math.,computing,engineering,manufacturing,construction,bysex-per1000ofpopulationaged20-29",EDUC_UOE_GRAD04,dataset,2024-09-02T23:00:00+0200,2024-05-06T23:00:00+0200,2012,2022
1826,HoursspentinCVTcoursesbyNACERev.2activity-hoursperparticipant,TRNG_CVT_25N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1827,"Employmentintechnologyandknowledge-intensivesectorsatthenationallevel,bysex(from2008onwards,NACERev.2)",HTEC_EMP_NAT2$DV_1870,dataset,2024-09-12T23:00:00+0200,2024-04-24T23:00:00+0200,,
1828,Graduatesintertiaryeducationbyagegroups-per1000ofpopulationaged20-29,EDUC_UOE_GRAD05,dataset,2024-09-02T23:00:00+0200,2024-05-06T23:00:00+0200,2013,2022
1829,HoursspentinCVTcoursesbysizeclass-hoursperparticipant,TRNG_CVT_25S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1830,"Employmentintechnologyandknowledge-intensivesectorsatthenationallevel,bylevelofeducation(1994-2008,NACERev.1.1)",HTEC_EMP_NISCED,dataset,2023-02-15T23:00:00+0100,2024-01-03T23:00:00+0100,1994,2008
1831,HoursspentinCVTcoursesbytypeofcourseandNACERev.1.1activity-%oftotalhoursspentinCVTcourses,TRNG_CVT_26N1,dataset,2022-10-18T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2005
1832,Graduatesatdoctorallevelbysexandagegroups-per1000ofpopulationaged25-34,EDUC_UOE_GRAD06,dataset,2024-09-02T23:00:00+0200,2024-05-06T23:00:00+0200,2013,2022
1833,"Employmentintechnologyandknowledge-intensivesectorsatthenationallevel,bylevelofeducation(from2008onwards,NACERev.2)",HTEC_EMP_NISCED2,dataset,2024-09-12T23:00:00+0200,2024-04-24T23:00:00+0200,2008,2023
1834,HoursspentinCVTcoursesbytypeofcourseandNACERev.2activity-%oftotalhoursspentinCVTcourses,TRNG_CVT_26N2,dataset,2024-08-20T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1835,"Graduatesatdoctorallevel,inscience,math.,computing,engineering,manufacturing,construction,bysex-per1000ofpopulationaged25-34",EDUC_UOE_GRAD07,dataset,2024-05-31T23:00:00+0200,2024-05-06T23:00:00+0200,2013,2022
1836,Exports-electricity-monthlydata,NRG_135M,dataset,2019-03-07T23:00:00+0100,2023-12-21T23:00:00+0100,2008-01,2016-12
1837,"Employmentintechnologyandknowledge-intensivesectorsatthenationallevel,bytypeofoccupation(1994-2008,NACERev.1.1)",HTEC_EMP_NISCO,dataset,2023-02-15T23:00:00+0100,2024-01-03T23:00:00+0100,1994,2008
1838,"First-timegraduatesbyeducationlevel,sexandagegroup",EDUC_UOE_GRAD08,dataset,2024-09-02T23:00:00+0200,2024-05-06T23:00:00+0200,2015,2022
1839,HoursspentinCVTcoursesbytypeofcourseandsizeclass-%oftotalhoursspentinCVTcourses,TRNG_CVT_26S,dataset,2024-08-20T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1840,"Employmentintechnologyandknowledge-intensivesectorsatthenationallevel,bytypeofoccupation(from2008onwards,NACERev.2)",HTEC_EMP_NISCO2,dataset,2024-09-12T23:00:00+0200,2024-04-24T23:00:00+0200,2008,2023
1841,HoursspentinCVTcoursesbytypeofCVTplanningandNACERev.1.1activity-hoursperpersonemployedinallenterprises,TRNG_CVT_27N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1842,"Employmentintechnologyandknowledge-intensivesectorsbyNUTS2regionandsex(1994-2008,NACERev.1.1)",HTEC_EMP_REG,dataset,2023-02-15T23:00:00+0100,2024-01-10T11:00:00+0100,1999,2008
1843,HoursspentinCVTcoursesbytypeofCVTplanningandNACERev.2activity-hoursperpersonemployedinallenterprises,TRNG_CVT_27N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1844,HoursspentinCVTcoursesbytypeofCVTplanningandsizeclass-hoursperpersonemployedinallenterprises,TRNG_CVT_27S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1845,"Employmentintechnologyandknowledge-intensivesectorsbyNUTS2regionandsex(from2008onwards,NACERev.2)",HTEC_EMP_REG2,dataset,2024-09-12T23:00:00+0200,2024-04-24T23:00:00+0200,2008,2023
1846,HoursspentinCVTcoursesbytypeofCVTagreementandNACERev.1.1activity-hoursperpersonemployedinallenterprises,TRNG_CVT_28N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1847,HoursspentinCVTcoursesbytypeofCVTagreementandNACERev.2activity-hoursperpersonemployedinallenterprises,TRNG_CVT_28N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1848,HoursspentinCVTcoursesbytypeofCVTagreementandsizeclass-hoursperpersonemployedinallenterprises,TRNG_CVT_28S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1849,"Employmentintechnologyandknowledge-intensivesectorsbyNUTS1regionandlevelofeducation(1994-2008,NACERev.1.1)",HTEC_EMP_RISCED,dataset,2023-02-15T23:00:00+0100,2024-01-10T11:00:00+0100,1999,2008
1850,Graduatesintertiaryeducationbyeducationlevel–womenper100men,EDUC_UOE_GRAD09,dataset,2024-05-31T23:00:00+0200,2024-05-06T23:00:00+0200,2015,2022
1851,MainskillstargetedbyCVTcoursesbytypeofskillandNACERev.2activity-%ofenterprisesprovidingCVTcourses,TRNG_CVT_29N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1852,"Employmentintechnologyandknowledge-intensivesectorsbyNUTS1regionandlevelofeducation(from2008onwards,NACERev.2)",HTEC_EMP_RISCED2,dataset,2024-09-12T23:00:00+0200,2024-04-24T23:00:00+0200,2008,2023
1853,"Distributionofmaleandfemalegraduatesindifferentfieldsofeducation,byeducationlevelandprogrammeorientation",EDUC_UOE_GRAD10,dataset,2024-09-02T23:00:00+0200,2024-05-06T23:00:00+0200,2015,2022
1854,Oilstocks-stocklevels-monthlydata,NRG_141M,dataset,2020-03-09T23:00:00+0100,2023-12-21T23:00:00+0100,2013-01,2019-12
1855,MainskillstargetedbyCVTcoursesbytypeofskillandsizeclass-%ofenterprisesprovidingCVTcourses,TRNG_CVT_29S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1856,"Employmentintechnologyandknowledge-intensivesectorsbyNUTS1regionandtypeofoccupation(1994-2008,NACERev.1.1)",HTEC_EMP_RISCO,dataset,2023-02-15T23:00:00+0100,2024-01-10T11:00:00+0100,1999,2008
1857,Oilstocks-stocksheldforothercountriesandstocksheldabroad-monthlydata,NRG_142M,dataset,2020-03-09T23:00:00+0100,2023-12-21T23:00:00+0100,2013-01,2019-12
1858,Pupilsbyeducationlevelandmodernforeignlanguagestudied-absolutenumbersand%ofpupilsbylanguagestudied,EDUC_UOE_LANG01,dataset,2024-11-07T23:00:00+0100,2024-03-25T11:00:00+0100,2012,2022
